game_id,week,season_type,neutral_site,conference_game,venue,home_team,home_conference,home_points,away_team,away_conference,away_points,Date,Attendance
401643839,13,regular,FALSE,TRUE,Centennial Bank Stadium,Arkansas State,Sun Belt,28,UL Monroe,Sun Belt,21,11/23/2024,14029
401643847,14,regular,FALSE,TRUE,Centennial Bank Stadium,Arkansas State,Sun Belt,32,Old Dominion,Sun Belt,40,11/30/2024,13584
401677089,1,postseason,TRUE,FALSE,Hancock Whitney Stadium,Bowling Green,Mid-American,31,Arkansas State,Sun Belt,38,12/26/2024,19582
401645319,1,regular,FALSE,FALSE,Michie Stadium,Army,American Athletic,42,Lehigh,Patriot,7,08/30/2024,23760
401645323,2,regular,FALSE,TRUE,FAU Stadium,Florida Atlantic,American Athletic,7,Army,American Athletic,24,09/07/2024,21810
401645328,4,regular,FALSE,TRUE,Michie Stadium,Army,American Athletic,37,Rice,American Athletic,14,09/21/2024,26654
401645331,5,regular,FALSE,TRUE,Lincoln Financial Field,Temple,American Athletic,14,Army,American Athletic,42,09/26/2024,13255
401645339,6,regular,FALSE,TRUE,Chapman Stadium,Tulsa,American Athletic,7,Army,American Athletic,49,10/05/2024,24409
401645342,7,regular,FALSE,TRUE,Michie Stadium,Army,American Athletic,44,UAB,American Athletic,10,10/12/2024,29002
401645346,8,regular,FALSE,TRUE,Michie Stadium,Army,American Athletic,45,East Carolina,American Athletic,28,10/19/2024,29044
401629045,11,regular,FALSE,TRUE,DATCU Stadium,North Texas,American Athletic,3,Army,American Athletic,14,11/09/2024,28519
401640959,13,regular,TRUE,FALSE,Yankee Stadium,Notre Dame,FBS Independents,49,Army,American Athletic,14,11/23/2024,47342
401645378,14,regular,FALSE,TRUE,Michie Stadium,Army,American Athletic,29,UTSA,American Athletic,24,11/30/2024,22120
